time_idx,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT)
196246,0.0550689697265625,0.485076904296875,0.428863525390625,-0.964666187763214,-0.3795609176158905,-0.5134971141815186,63.197021484375,96.020751953125,-37.61338806152344
196247,0.1055450439453125,0.47900390625,0.4449310302734375,-0.9494494199752808,-0.2486990243196487,-0.4396785795688629,62.89915466308594,96.24014282226562,-37.22383117675781
196248,0.1105194091796875,0.5081024169921875,0.35394287109375,-0.9820606112480164,-0.1251986622810364,-0.3644392192363739,62.54035949707031,96.5817413330078,-37.046875
196249,0.1105194091796875,0.5081024169921875,0.35394287109375,-0.9820606112480164,-0.1251986622810364,-0.3644392192363739,62.54035949707031,96.5817413330078,-37.046875
196250,0.1064300537109375,0.5203399658203125,0.12506103515625,-0.9965937733650208,-0.2141655534505844,-0.3678776323795319,62.26963806152344,96.8184814453125,-36.72181701660156
196251,0.111663818359375,0.164825439453125,-0.2621307373046875,-0.3678925335407257,-0.9897382259368896,-0.3241322636604309,61.77125549316406,97.05081176757812,-35.87960815429688
196252,0.111663818359375,0.164825439453125,-0.2621307373046875,-0.3678925335407257,-0.9897382259368896,-0.3241322636604309,61.77125549316406,97.05081176757812,-35.87960815429688
196253,0.06829833984375,-0.1357574462890625,-0.3586883544921875,0.3720300197601318,-1.446884512901306,-0.02238280326128,61.21246337890625,97.53294372558594,-35.21392822265625
196254,0.071685791015625,-0.202880859375,-0.3861541748046875,0.4422383904457092,-1.617623686790466,0.1163495108485222,60.50064086914062,97.62042236328124,-35.50169372558594
196255,0.091156005859375,-0.2672882080078125,-0.377044677734375,0.2381616979837418,-1.344613552093506,0.1845599859952927,60.00100708007812,97.53230285644533,-35.65248107910156
196256,0.091156005859375,-0.2672882080078125,-0.377044677734375,0.2381616979837418,-1.344613552093506,0.1845599859952927,60.00100708007812,97.53230285644533,-35.65248107910156
196257,0.1651458740234375,-0.35699462890625,-0.790008544921875,-0.7736658453941345,0.093168556690216,0.1340512782335281,59.58134460449219,97.49998474121094,-35.89662170410156
196258,0.1759796142578125,-0.2448883056640625,-0.6771697998046875,-0.906406044960022,-0.3961249589920044,0.1738239973783493,59.59846496582031,97.50462341308594,-35.50393676757812
196259,0.1736602783203125,-0.123291015625,-0.3768310546875,-0.8827241659164429,-0.658178448677063,0.1859565526247025,59.72018432617188,97.59510803222656,-34.93629455566406
196260,0.1736602783203125,-0.123291015625,-0.3768310546875,-0.8827241659164429,-0.658178448677063,0.1859565526247025,59.72018432617188,97.59510803222656,-34.93629455566406
196261,0.185272216796875,0.0082855224609375,-0.2454681396484375,-0.7619620561599731,-0.6145526170730591,0.1744266599416733,59.74420166015625,97.6453094482422,-34.32049560546875
196262,0.185272216796875,0.0082855224609375,-0.2454681396484375,-0.7619620561599731,-0.6145526170730591,0.1744266599416733,59.74420166015625,97.6453094482422,-34.32049560546875
196263,0.1527099609375,0.29901123046875,-0.134613037109375,-0.4108940660953522,-0.1954952031373978,0.048025581985712,59.44448852539062,97.91293334960938,-32.745361328125
196264,0.164093017578125,0.460357666015625,-0.15728759765625,-0.3184940814971924,-0.0025489113759249,-0.039709061384201,59.33857727050781,98.12550354003906,-32.60369873046875
196265,0.164093017578125,0.460357666015625,-0.15728759765625,-0.3184940814971924,-0.0025489113759249,-0.039709061384201,59.33857727050781,98.12550354003906,-32.60369873046875
196266,0.2613983154296875,1.726455688476562,-0.363037109375,-0.0579160302877426,0.0738435983657836,-0.5333307385444641,59.04426574707031,98.32650756835938,-32.42022705078125
196267,0.05194091796875,2.235916137695312,-0.52679443359375,0.2776020467281342,-0.2446901798248291,-0.8045878410339355,58.72222900390625,98.49546813964844,-32.61375427246094
196268,0.05194091796875,2.235916137695312,-0.52679443359375,0.2776020467281342,-0.2446901798248291,-0.8045878410339355,58.72222900390625,98.49546813964844,-32.61375427246094
196269,-0.3125457763671875,2.489837646484375,-0.609710693359375,0.6632946133613586,-0.4654590487480164,-1.512210488319397,58.17698669433594,98.56315612792967,-32.69921875
196270,-0.3473968505859375,2.598983764648438,-1.133529663085938,0.7687067985534668,-0.7653427124023438,-2.520660877227783,56.42915344238281,98.87294006347656,-33.35552978515625
